recipe_id,recipe_name,recipe_slug,category,meal_type,image_url,generated_at
"cmifeoqh002ykkgeb8kfts8zm","Greek Turkey Burgers with Feta","turkey-burgers-greek-style","Family Favorites","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeoqh002ykkgeb8kfts8zm.jpg","2025-11-26T06:35:58.926Z"
"cmifeout703hfkgebbs40eggf","Greek Yogurt Berry Bark","greek-yogurt-berry-bark","Sweet Treats","SNACK","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeout703hfkgebbs40eggf.jpg","2025-11-26T06:36:19.155Z"
"cmifeo47000enkgebocqdzu2l","Greek Yogurt Parfait","greek-yogurt-parfait","Yogurt & Parfaits","BREAKFAST","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo47000enkgebocqdzu2l.jpg","2025-11-26T06:36:30.396Z"
"cmifeoqxb030fkgebz4fzdfqz","Greek Yogurt with Berries","greek-yogurt-berries","Quick Grab Snacks","SNACK","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeoqxb030fkgebz4fzdfqz.jpg","2025-11-26T06:36:43.269Z"
"cmifeo3ed00bdkgebee1aonqv","Green Goddess Smoothie","green-goddess-smoothie","Smoothies & Bowls","BREAKFAST","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo3ed00bdkgebee1aonqv.jpg","2025-11-26T06:52:50.934Z"
"cmifeoubi03ekkgebnz4ni433","Green Tea (Hot or Iced)","green-tea","Beverages","BEVERAGE","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeoubi03ekkgebnz4ni433.jpg","2025-11-26T06:53:08.510Z"
"cmifeoceq01a2kgebctndqu41","Grilled Cheese & Tomato Soup","grilled-cheese-tomato-soup","Family Favorites","LUNCH","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeoceq01a2kgebctndqu41.jpg","2025-11-26T06:53:22.150Z"
"cmifeohds01uqkgeb1ouaxff1","Grilled Chicken with Chimichurri","grilled-chicken-chimichurri","Poultry","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeohds01uqkgeb1ouaxff1.jpg","2025-11-26T07:09:37.252Z"
"cmifeonbn02k5kgebxraz92ag","Grilled Flank Steak with Chimichurri","grilled-flank-steak-chimichurri","Lean Red Meat","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeonbn02k5kgebxraz92ag.jpg","2025-11-26T07:09:49.998Z"
"cmifeom0n02e2kgeb97eomtxs","Grilled Lamb Chops with Herbs","grilled-lamb-chops-herbs","Mediterranean","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeom0n02e2kgeb97eomtxs.jpg","2025-11-26T07:10:02.009Z"
"cmifeoff701makgeb0gkm5kud","Grilled Sardines with Lemon & Herbs","grilled-sardines-lemon-herb","Seafood","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeoff701makgeb0gkm5kud.jpg","2025-11-26T07:10:14.461Z"
"cmifeosyq038dkgebmtx88j9h","Guacamole with Veggie Dippers","guacamole-with-veggie-dippers","Savory Snacks","SNACK","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeosyq038dkgebmtx88j9h.jpg","2025-11-26T07:26:04.643Z"
"cmifeor1y030vkgebmpkdche9","Handful of Mixed Nuts","mixed-nuts-brazil","Quick Grab Snacks","SNACK","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeor1y030vkgebmpkdche9.jpg","2025-11-26T07:26:16.710Z"
"cmifeor7r031pkgeb1gqy784t","Hard-Boiled Eggs","hard-boiled-eggs-snack","Quick Grab Snacks","SNACK","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeor7r031pkgeb1gqy784t.jpg","2025-11-26T07:26:28.607Z"
"cmifeo59y00jbkgebrz29g0d5","Hard-Boiled Eggs with Fruit","hard-boiled-eggs-with-fruit","Quick & Simple","BREAKFAST","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo59y00jbkgebrz29g0d5.jpg","2025-11-26T07:26:41.016Z"
"cmifeoc8s019ikgebwjcsrxxx","Harvest Bowl","harvest-bowl","Bowls","LUNCH","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeoc8s019ikgebwjcsrxxx.jpg","2025-11-26T07:42:51.795Z"
"cmifeoo8202olkgebkw9skoa9","Herb Crusted Rack of Lamb","herb-crusted-rack-of-lamb","Date Night","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeoo8202olkgebkw9skoa9.jpg","2025-11-26T07:43:07.515Z"
"cmifeoek701irkgebhr797wfm","Herb Crusted Tilapia","herb-crusted-tilapia","Seafood","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeoek701irkgebhr797wfm.jpg","2025-11-26T07:43:19.512Z"
"cmifeogs901s5kgebijuubnsv","Herb Roasted Turkey Breast","herb-roasted-turkey-breast","Poultry","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeogs901s5kgebijuubnsv.jpg","2025-11-26T07:43:31.361Z"
"cmifeoozd02rskgebsmzzd6p5","Homemade Pizza (Whole Wheat Crust)","homemade-pizza-whole-wheat","Family Favorites","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeoozd02rskgebsmzzd6p5.jpg","2025-11-26T07:43:43.452Z"
"cmifeowd003ntkgebhrlgp32o","Homemade Trail Mix","homemade-trail-mix","Snacks to Share","SNACK","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeowd003ntkgebhrlgp32o.jpg","2025-11-26T07:59:24.533Z"
"cmifeox9l03s1kgeb4mqib3ne","Homemade Turkey Jerky","turkey-jerky-homemade","Protein Snacks","SNACK","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeox9l03s1kgeb4mqib3ne.jpg","2025-11-26T07:59:37.427Z"
"cmifeo2om0091kgebe6h790yh","Huevos Rancheros (Healthified)","huevos-rancheros","Eggs & Savory","BREAKFAST","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo2om0091kgebe6h790yh.jpg","2025-11-26T07:59:49.782Z"
"cmifeoa0p011akgeb7zv1jdso","Hummus Veggie Wrap","hummus-veggie-wrap","Sandwiches & Wraps","LUNCH","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeoa0p011akgeb7zv1jdso.jpg","2025-11-26T08:32:48.600Z"
"cmifeor510318kgebnswj261r","Hummus with Vegetable Sticks","hummus-vegetable-sticks","Quick Grab Snacks","SNACK","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeor510318kgebnswj261r.jpg","2025-11-26T08:33:02.904Z"
"cmifeony202nlkgeb8ogl9h0z","Instant Pot Lentil Soup","instant-pot-lentil-soup","Slow Cooker","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeony202nlkgeb8ogl9h0z.jpg","2025-11-26T08:33:17.450Z"
"cmifeojzq025skgeb331e4d6v","Japanese Salmon Rice Bowl (Sake Don)","japanese-salmon-rice-bowl","Asian Cuisine","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeojzq025skgeb331e4d6v.jpg","2025-11-26T08:49:23.430Z"
"cmifeo6fw00n3kgebhic738zf","Kale Caesar with Chickpeas","kale-caesar-with-chickpeas","Salads","LUNCH","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo6fw00n3kgebhic738zf.jpg","2025-11-26T08:49:38.257Z"
"cmifeolmx02bxkgeb2j0olyyr","Kerala Fish Curry","fish-curry-kerala-style","Indian Cuisine","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeolmx02bxkgeb2j0olyyr.jpg","2025-11-26T08:49:53.217Z"
"cmifeok59026dkgeb2murf4a2","Korean Beef Lettuce Wraps (Bulgogi)","korean-beef-lettuce-wraps","Asian Cuisine","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeok59026dkgeb2murf4a2.jpg","2025-11-26T08:50:07.578Z"
"cmifeonkg02llkgebx76xhzsw","Lean Beef Meatballs in Marinara","lean-beef-meatballs-marinara","Lean Red Meat","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeonkg02llkgebx76xhzsw.jpg","2025-11-26T09:06:25.798Z"
"cmifeomv702i5kgeb5fmug2y8","Lebanese Chicken Shawarma Plate","lebanese-chicken-shawarma-plate","Middle Eastern","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeomv702i5kgeb5fmug2y8.jpg","2025-11-26T09:06:39.902Z"
"cmifeo8dz00ubkgebhv9f1se9","Lemon Chicken Orzo Soup","lemon-chicken-orzo-soup","Soups","LUNCH","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo8dz00ubkgebhv9f1se9.jpg","2025-11-26T09:06:54.495Z"
"cmifeodez01e2kgebkw717r09","Lemon Herb Baked Salmon","lemon-herb-baked-salmon","Seafood","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeodez01e2kgebkw717r09.jpg","2025-11-26T09:07:08.098Z"
"cmifeofyh01o8kgeblpp82hoo","Lemon Rosemary Roast Chicken","lemon-rosemary-roast-chicken","Poultry","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeofyh01o8kgeblpp82hoo.jpg","2025-11-26T09:07:21.884Z"
"cmifeoeru01jrkgebohkbbebv","Lemon Sole with Brown Butter & Capers","lemon-sole-with-brown-butter","Seafood","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeoeru01jrkgebohkbbebv.jpg","2025-11-26T09:07:36.237Z"
"cmifeo7zq00spkgebqkqdxqa1","Lemony Lentil Salad","lemony-lentil-salad","Salads","LUNCH","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo7zq00spkgebqkqdxqa1.jpg","2025-11-26T09:07:50.969Z"
"cmifeoi6z01xvkgebdes09kob","Lentil Bolognese","lentil-bolognese","Vegetarian & Plant-Based","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeoi6z01xvkgebdes09kob.jpg","2025-11-26T09:08:05.136Z"
"cmifeoda101dikgeby1gfs1nd","Loaded Sweet Potato","loaded-sweet-potato","Family Favorites","LUNCH","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeoda101dikgeby1gfs1nd.jpg","2025-11-26T09:08:19.272Z"
"cmifeofk201mrkgebtn4kq16d","Mackerel with Honey Mustard Glaze","mackerel-with-mustard-glaze","Seafood","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeofk201mrkgebtn4kq16d.jpg","2025-11-26T09:24:29.003Z"
"cmifeo18b004akgeb1gbolhhx","Maple Walnut Quinoa Porridge","maple-walnut-quinoa-porridge","Oats & Grains","BREAKFAST","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo18b004akgeb1gbolhhx.jpg","2025-11-26T09:24:43.171Z"
"cmifeov7r03ivkgebiladbgig","Matcha Green Tea Latte","matcha-latte","Beverages","BEVERAGE","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeov7r03ivkgebiladbgig.jpg","2025-11-26T09:24:57.312Z"
"cmifeom4l02ekkgebpj4069j7","Mediterranean Baked Fish en Papillote","mediterranean-baked-fish","Mediterranean","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeom4l02ekkgebpj4069j7.jpg","2025-11-26T09:25:13.005Z"
"cmifeoeo001j9kgeb1i3dvqqy","Mediterranean Baked Mahi Mahi","mediterranean-baked-mahi-mahi","Seafood","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeoeo001j9kgeb1i3dvqqy.jpg","2025-11-26T09:25:26.868Z"
"cmifeonhw02l5kgeb48knyvn9","Mediterranean Beef Kabobs","mediterranean-beef-kabobs","Lean Red Meat","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeonhw02l5kgeb48knyvn9.jpg","2025-11-26T09:25:43.804Z"
"cmifeo4bx00f7kgebffjqjqul","Mediterranean Breakfast Bowl","mediterranean-breakfast-bowl","Yogurt & Parfaits","BREAKFAST","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo4bx00f7kgebffjqjqul.jpg","2025-11-26T09:25:58.269Z"
"cmifeobi9016ikgebibd2o1i0","Mediterranean Grain Bowl","mediterranean-grain-bowl","Bowls","LUNCH","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeobi9016ikgebibd2o1i0.jpg","2025-11-26T09:26:12.656Z"
"cmifeo6jq00nqkgebwz85l3ad","Mediterranean Quinoa Salad","mediterranean-quinoa-salad","Salads","LUNCH","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo6jq00nqkgebwz85l3ad.jpg","2025-11-26T09:26:26.949Z"
"cmifeodiy01eqkgebbe687c8c","Mediterranean Salmon with Tomatoes & Olives","mediterranean-salmon-tomatoes-olives","Seafood","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeodiy01eqkgebbe687c8c.jpg","2025-11-26T09:26:41.842Z"
"cmifeojdw0233kgebl52lef56","Mediterranean Stuffed Zucchini","mediterranean-stuffed-zucchini","Vegetarian & Plant-Based","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeojdw0233kgebl52lef56.jpg","2025-11-26T09:26:55.621Z"
"cmifeo9ju00zhkgebg0v9va6v","Mediterranean Turkey Wrap","mediterranean-turkey-wrap","Sandwiches & Wraps","LUNCH","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo9ju00zhkgebg0v9va6v.jpg","2025-11-26T09:27:10.901Z"
"cmifeo1oq005kkgebdkyro93r","Mediterranean Veggie Scramble","mediterranean-veggie-scramble","Eggs & Savory","BREAKFAST","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo1oq005kkgebdkyro93r.jpg","2025-11-26T09:27:24.826Z"
"cmifeo8ou00vukgebnixfq3ia","Minestrone Soup","minestrone-soup","Soups","LUNCH","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo8ou00vukgebnixfq3ia.jpg","2025-11-26T09:27:39.229Z"
"cmifeowi203oakgeb9k566dms","Mini Fruit Kabobs","mini-fruit-kabobs","Snacks to Share","SNACK","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeowi203oakgeb9k566dms.jpg","2025-11-26T09:27:53.021Z"
"cmifeoegb01ibkgeb1h1vt67l","Miso Glazed Cod","miso-glazed-cod","Seafood","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeoegb01ibkgeb1h1vt67l.jpg","2025-11-26T09:28:10.352Z"
"cmifeokhx027ikgeb6d66wd2q","Miso Salmon with Bok Choy","miso-salmon-vegetables","Asian Cuisine","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeokhx027ikgeb6d66wd2q.jpg","2025-11-26T09:28:23.995Z"
"cmifeo8it00v1kgeb6b19c0rt","Moroccan Chickpea Stew","moroccan-chickpea-stew","Soups","LUNCH","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo8it00v1kgeb6b19c0rt.jpg","2025-11-26T09:28:37.815Z"
"cmifeojp3024kkgebsyba5wsh","Mushroom Stroganoff","mushroom-stroganoff","Vegetarian & Plant-Based","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeojp3024kkgebsyba5wsh.jpg","2025-11-26T09:28:51.875Z"
"cmifeosfj0361kgeb2rsundix","No-Bake Oat Energy Bites","no-bake-energy-bites","Energy Bites","SNACK","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeosfj0361kgeb2rsundix.jpg","2025-11-26T09:29:05.615Z"
"cmifeo4pv00gskgebzpzs6esn","Oat Flour Banana Pancakes","oat-flour-banana-pancakes","Pancakes, Waffles & Toast","BREAKFAST","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo4pv00gskgebzpzs6esn.jpg","2025-11-26T09:29:20.344Z"
"cmifeorh9032jkgebl8v4v1sz","Olives & Feta","olives-feta-snack","Quick Grab Snacks","SNACK","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeorh9032jkgebl8v4v1sz.jpg","2025-11-26T09:29:34.375Z"
"cmifeohog01vtkgebp0uiow2g","One-Pan Chicken Fajitas","one-pan-chicken-fajitas","Poultry","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeohog01vtkgebp0uiow2g.jpg","2025-11-26T09:29:48.445Z"
"cmifeopdn02tvkgeb11yf66cb","One-Pot Pasta Primavera","one-pot-pasta-primavera","Family Favorites","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeopdn02tvkgeb11yf66cb.jpg","2025-11-26T09:30:02.759Z"
"cmifeo0m40026kgeb4xea1qdz","Overnight Berry Oats","overnight-berry-oats","Oats & Grains","BREAKFAST","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo0m40026kgeb4xea1qdz.jpg","2025-11-26T09:30:16.535Z"
"cmifeol8h02a5kgebovfhygw3","Palak Paneer (Spinach with Cheese)","palak-paneer","Indian Cuisine","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeol8h02a5kgebovfhygw3.jpg","2025-11-26T09:30:31.113Z"
"cmifeoo3102o3kgebekkld1h9","Pan-Seared Duck Breast with Cherry Sauce","pan-seared-duck-breast-cherry-sauce","Date Night","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeoo3102o3kgebekkld1h9.jpg","2025-11-26T09:30:45.103Z"
"cmifeoeaa01htkgeb0je87og5","Pan-Seared Halibut with Lemon Caper Sauce","pan-seared-halibut-lemon-caper","Seafood","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeoeaa01htkgeb0je87og5.jpg","2025-11-26T09:31:00.070Z"
"cmifeoux303hwkgebucueea73","Peanut Butter Banana Nice Cream","peanut-butter-banana-ice-cream","Sweet Treats","SNACK","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeoux303hwkgebucueea73.jpg","2025-11-26T09:31:14.040Z"
"cmifeo44800e6kgeb9f9iu560","Peanut Butter Banana Smoothie","peanut-butter-banana-smoothie","Smoothies & Bowls","BREAKFAST","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo44800e6kgeb9f9iu560.jpg","2025-11-26T09:31:29.942Z"
"cmifeon4102j6kgebjml9nza7","Persian Herb Rice (Sabzi Polo) with Fish","persian-herb-rice-with-fish","Middle Eastern","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeon4102j6kgebjml9nza7.jpg","2025-11-26T09:31:45.860Z"
"cmifeocwe01btkgebtjkdp823","Pizza Bagels (Whole Grain)","pizza-bagels","Family Favorites","LUNCH","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeocwe01btkgebtjkdp823.jpg","2025-11-26T09:32:00.525Z"
"cmifeobd8015ukgebhg7fglnq","Poke Bowl (Salmon)","salmon-poke-bowl","Bowls","LUNCH","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeobd8015ukgebhg7fglnq.jpg","2025-11-26T09:32:14.757Z"
"cmifeosu3037wkgeb4uk1vcjl","Protein Power Balls","protein-power-balls","Energy Bites","SNACK","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeosu3037wkgeb4uk1vcjl.jpg","2025-11-26T09:32:28.927Z"
"cmifeowac03ndkgebd6ccapfl","Rainbow Veggie Tray","rainbow-veggie-tray","Snacks to Share","SNACK","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeowac03ndkgebd6ccapfl.jpg","2025-11-26T09:32:43.261Z"
"cmifeoiw80218kgeb22y4ilj6","Red Lentil Dal","red-lentil-dal","Vegetarian & Plant-Based","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeoiw80218kgeb22y4ilj6.jpg","2025-11-26T09:32:57.320Z"
"cmifeo57500iwkgebbwdfipl3","Ricotta Toast with Honey & Figs","ricotta-toast-with-figs","Pancakes, Waffles & Toast","BREAKFAST","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo57500iwkgebbwdfipl3.jpg","2025-11-26T09:33:11.324Z"
"cmifeo71700pckgebwtklxo26","Roasted Beet & Goat Cheese Salad","roasted-beet-goat-cheese-salad","Salads","LUNCH","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo71700pckgebwtklxo26.jpg","2025-11-26T09:33:25.525Z"
"cmifeotc703aakgebcllbk9b7","Roasted Red Pepper Hummus","roasted-red-pepper-hummus","Savory Snacks","SNACK","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeotc703aakgebcllbk9b7.jpg","2025-11-26T09:33:39.831Z"
"cmifeo95n00yckgebqvbxwmmo","Roasted Tomato Basil Soup","roasted-tomato-basil-soup","Soups","LUNCH","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo95n00yckgebqvbxwmmo.jpg","2025-11-26T09:33:53.903Z"
"cmifeoqro02zmkgebycjylkh0","Rotisserie Chicken Dinner","rotisserie-chicken-meal","Family Favorites","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeoqro02zmkgebycjylkh0.jpg","2025-11-26T09:34:10.117Z"
"cmifeoqak02xmkgeb5agqqbkw","Salmon Burgers with Avocado","salmon-burgers","Family Favorites","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeoqak02xmkgeb5agqqbkw.jpg","2025-11-26T09:34:23.952Z"
"cmifeox2s03r4kgebqendit3k","Salmon Jerky","salmon-jerky","Protein Snacks","SNACK","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeox2s03r4kgebqendit3k.jpg","2025-11-26T09:34:40.126Z"
"cmifeo68c00mekgebihz6hqbq","Salmon Niçoise Salad","salmon-nicoise-salad","Salads","LUNCH","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo68c00mekgebihz6hqbq.jpg","2025-11-26T09:34:53.910Z"
"cmifeo9pt0104kgebjhdhdoh7","Salmon Salad Sandwich","salmon-salad-sandwich","Sandwiches & Wraps","LUNCH","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo9pt0104kgebjhdhdoh7.jpg","2025-11-26T09:35:07.904Z"
"cmifeo0vg002wkgebr0syq4hv","Savory Oat Bowl","savory-oat-bowl","Oats & Grains","BREAKFAST","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo0vg002wkgebr0syq4hv.jpg","2025-11-26T09:35:22.355Z"
"cmifeo9dp00yykgebb5rhj59f","Seafood Chowder (Lightened)","seafood-chowder","Soups","LUNCH","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo9dp00yykgebb5rhj59f.jpg","2025-11-26T09:35:37.083Z"
"cmifeof3p01kukgebha3ajf2y","Seared Scallops with Cauliflower Purée","seared-scallops-cauliflower-puree","Seafood","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeof3p01kukgebha3ajf2y.jpg","2025-11-26T09:35:53.429Z"
"cmifeo1wx006ekgebzwz1ab3h","Shakshuka (Eggs in Tomato Sauce)","shakshuka","Eggs & Savory","BREAKFAST","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo1wx006ekgebzwz1ab3h.jpg","2025-11-26T09:36:09.282Z"
"cmifeols102d2kgebqzc6oz5y","Shakshuka with Feta & Herbs","shakshuka-with-feta","Mediterranean","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeols102d2kgebqzc6oz5y.jpg","2025-11-26T09:36:22.715Z"
"cmifeopni02uzkgebu8qctubc","Sheet Pan Nachos (Healthified)","sheet-pan-nachos","Family Favorites","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeopni02uzkgebu8qctubc.jpg","2025-11-26T09:36:37.280Z"
"cmifeodsl01fskgebyos8mcow","Sheet Pan Salmon & Asparagus","sheet-pan-salmon-asparagus","Seafood","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeodsl01fskgebyos8mcow.jpg","2025-11-26T09:36:51.443Z"
"cmifeomrf02hpkgeb2r4z1uel","Shrimp Ceviche","shrimp-ceviche","Mexican/Latin","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeomrf02hpkgeb2r4z1uel.jpg","2025-11-26T09:37:05.412Z"
"cmifeox7603rmkgeb6eojodgn","Shrimp Cocktail","shrimp-cocktail","Protein Snacks","SNACK","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeox7603rmkgeb6eojodgn.jpg","2025-11-26T09:37:21.404Z"
"cmifeoksi028kkgebzo3iii4p","Shrimp Fried Cauliflower Rice","shrimp-fried-cauliflower-rice","Asian Cuisine","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeoksi028kkgebzo3iii4p.jpg","2025-11-26T09:37:32.718Z"
"cmifeof7i01lckgebj75kziu8","Shrimp Scampi with Whole Wheat Linguine","shrimp-scampi-whole-wheat-linguine","Seafood","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeof7i01lckgebj75kziu8.jpg","2025-11-26T09:37:48.546Z"
"cmifeomol02h8kgebzv74gztp","Slow Cooker Carnitas (Lightened)","carnitas-lettuce-tacos","Mexican/Latin","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeomol02h8kgebzv74gztp.jpg","2025-11-26T09:37:59.123Z"
"cmifeonnf02m2kgebng4cvztm","Slow Cooker Chicken Vegetable Soup","slow-cooker-chicken-vegetable-soup","Slow Cooker","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeonnf02m2kgebng4cvztm.jpg","2025-11-26T09:38:11.510Z"
"cmifeonua02mykgeb2mbt2br8","Slow Cooker Turkey Chili","slow-cooker-turkey-chili","Slow Cooker","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeonua02mykgeb2mbt2br8.jpg","2025-11-26T09:38:24.299Z"
"cmifeo38j00avkgeb5ytooofg","Smoked Salmon Eggs Benedict (Lightened)","smoked-salmon-eggs-benedict","Eggs & Savory","BREAKFAST","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo38j00avkgeb5ytooofg.jpg","2025-11-26T09:38:35.581Z"
"cmifeorz2034bkgebzqsogjav","Smoked Salmon on Cucumber","smoked-salmon-cucumber-rounds","Quick Grab Snacks","SNACK","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeorz2034bkgebzqsogjav.jpg","2025-11-26T09:38:53.049Z"
"cmifeow3a03mskgebspbcv6re","Smoothie Bowls","smoothie-bowls","Snacks to Share","SNACK","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeow3a03mskgebspbcv6re.jpg","2025-11-26T09:39:06.418Z"
